,Unnamed: 0_x,prefix,pdb,chain1,chain2,uid1,uid2,n_contacts,meffL,n_true,in_train,max_LRS,n_LRS,n_true_LRS,n_LRNS,n_true_LRNS,n_EVC,n_true_EVC,n_EVC_ASA,n_true_EVC_ASA,n_precision,n_true_precision,Unnamed: 0_y,num_top10_8A,output_file,prec_top10_8A
94,198,allpdb0236,1KF6,D,B,FRDD_ECOLI,FRDB_ECOLI,48,3.415789474,0.0,True,0.2340742163608376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,allpdb0236/compare/allpdb0236_CouplingScoresCompared_inter.csv,0.0
95,199,allpdb0237,1M56,B,I,COX2_RHOSH,P84153_RHOSH,21,3.418503119,0.0,True,0.4139847428159512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,330.0,0.0,allpdb0237/compare/allpdb0237_CouplingScoresCompared_inter.csv,0.0
96,200,allpdb0238,1M56,C,D,P84153_RHOSH,Q8KRK5_RHOSH,35,6.256338027999999,0.0,True,0.13066057560101313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,allpdb0238/compare/allpdb0238_CouplingScoresCompared_inter.csv,0.0
97,202,allpdb0244,2HYI,H,G,RBM8A_HUMAN,MGN_HUMAN,79,0.631365314,5.0,True,0.6490791366343497,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,316.0,4.0,allpdb0244/compare/allpdb0244_CouplingScoresCompared_inter.csv,0.4
98,205,allpdb0247,2NPS,A,D,VAMP4_MOUSE,STX6_HUMAN,58,0.211796247,2.0,True,0.18113562396478172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,allpdb0247/compare/allpdb0247_CouplingScoresCompared_inter.csv,0.0
99,206,allpdb0248,2NPS,C,D,VTI1A_RAT,STX6_HUMAN,80,0.539354839,3.0,False,0.26667174629291984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,1.0,allpdb0248/compare/allpdb0248_CouplingScoresCompared_inter.csv,0.5
100,207,allpdb0249,2P22,A,C,STP22_YEAST,SRN2_YEAST,209,0.432129278,5.0,True,0.22433799468987395,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,allpdb0249/compare/allpdb0249_CouplingScoresCompared_inter.csv,0.0
101,208,allpdb0250,2P22,B,A,VPS28_YEAST,STP22_YEAST,104,0.28238342,2.0,False,0.14777330371711112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,allpdb0250/compare/allpdb0250_CouplingScoresCompared_inter.csv,0.0
102,211,allpdb0254,3HRD,D,A,NDSFS_EUBBA,NDLMS_EUBBA,77,3.665461121,4.0,True,0.8392597664241854,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,261.0,4.0,allpdb0254/compare/allpdb0254_CouplingScoresCompared_inter.csv,0.4
103,212,allpdb0255,3HRD,H,F,NDSFS_EUBBA,NDMMS_EUBBA,62,4.654797441,4.0,True,0.9340366384433204,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,151.0,6.0,allpdb0255/compare/allpdb0255_CouplingScoresCompared_inter.csv,0.6
104,213,allpdb0256,3HRD,H,G,NDSFS_EUBBA,NDFS_EUBBA,88,4.005868545,2.0,True,0.2794664860808617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,4.0,allpdb0256/compare/allpdb0256_CouplingScoresCompared_inter.csv,0.4
105,214,allpdb0257,3VR4,D,G,NTPB_ENTHA,NTPD_ENTHA,31,1.175076453,4.0,True,0.4759992228615346,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,2.0,allpdb0257/compare/allpdb0257_CouplingScoresCompared_inter.csv,0.2
106,215,allpdb0258,3VR4,G,H,NTPD_ENTHA,NTPG_ENTHA,146,3.187,10.0,True,0.5846187934654556,8.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,193.0,6.0,allpdb0258/compare/allpdb0258_CouplingScoresCompared_inter.csv,0.6
107,216,allpdb0260,3VR4,C,G,NTPA_ENTHA,NTPD_ENTHA,28,1.297567222,1.0,False,0.6687336831216042,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,32.0,2.0,allpdb0260/compare/allpdb0260_CouplingScoresCompared_inter.csv,0.2
108,221,allpdb0267,4Q7J,F,E,EFTU1_ECOLI,EFTS_ECOLI,114,2.054545455,6.0,True,0.9166478275300896,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,407.0,5.0,allpdb0267/compare/allpdb0267_CouplingScoresCompared_inter.csv,0.5
109,224,allpdb0271,5J9T,F,H,EAF6_YEAST,YNG2_YEAST,34,0.393277311,0.0,False,0.3159974472967389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,allpdb0271/compare/allpdb0271_CouplingScoresCompared_inter.csv,0.0
110,227,allpdb0278,1NH2,A,D,TBP_YEAST,T2AG_YEAST,26,0.925084746,0.0,True,0.19503672773931008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,allpdb0278/compare/allpdb0278_CouplingScoresCompared_inter.csv,0.0
111,228,allpdb0279,1NH2,A,C,TBP_YEAST,TOA1_YEAST,26,0.7622641509999999,0.0,True,0.32761596077447114,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,allpdb0279/compare/allpdb0279_CouplingScoresCompared_inter.csv,0.0
112,229,allpdb0280,1NH2,D,C,T2AG_YEAST,TOA1_YEAST,114,1.072207792,3.0,False,0.2935594121579669,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,4.0,allpdb0280/compare/allpdb0280_CouplingScoresCompared_inter.csv,0.5
113,230,allpdb0288,2AST,C,B,CKS1_HUMAN,SKP2_HUMAN,59,0.357314149,0.0,True,0.3657071090256888,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,allpdb0288/compare/allpdb0288_CouplingScoresCompared_inter.csv,0.0
114,231,allpdb0289,2AST,A,B,SKP1_HUMAN,SKP2_HUMAN,91,0.354960317,0.0,True,0.1287569705736832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,allpdb0289/compare/allpdb0289_CouplingScoresCompared_inter.csv,0.0
115,232,allpdb0290,2CLY,D,E,AT5F1_BOVIN,ATP5H_BOVIN,152,0.7705722070000001,9.0,True,0.8438806777060037,8.0,8.0,8.0,7.0,4.0,4.0,6.0,6.0,1.0,1.0,223.0,5.0,allpdb0290/compare/allpdb0290_CouplingScoresCompared_inter.csv,0.7142857142857143
116,233,allpdb0291,2CLY,A,C,AT5F1_BOVIN,ATP5J_BOVIN,81,0.888817891,0.0,True,0.12920271840271802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,allpdb0291/compare/allpdb0291_CouplingScoresCompared_inter.csv,0.0
117,234,allpdb0292,2CLY,C,B,ATP5J_BOVIN,ATP5H_BOVIN,22,1.210909091,0.0,False,0.4107505229520787,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,allpdb0292/compare/allpdb0292_CouplingScoresCompared_inter.csv,0.0
118,236,allpdb0296,2J56,A,L,AMCY_PARDE,DHML_PARDE,28,1.323308271,0.0,True,0.05530359786487762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,allpdb0296/compare/allpdb0296_CouplingScoresCompared_inter.csv,0.0
119,237,allpdb0297,2J56,L,H,DHML_PARDE,DHMH_PARDE,114,0.305772812,2.0,True,0.3642082191627015,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,allpdb0297/compare/allpdb0297_CouplingScoresCompared_inter.csv,0.1
120,238,allpdb0298,2J56,A,H,AMCY_PARDE,DHMH_PARDE,19,0.426769912,0.0,True,0.09021857709831348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,0.0,allpdb0298/compare/allpdb0298_CouplingScoresCompared_inter.csv,0.0
121,244,allpdb0304,2QFA,A,B,BIRC5_HUMAN,BOREA_HUMAN,89,0.403133159,0.0,True,0.1932530232902688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,allpdb0304/compare/allpdb0304_CouplingScoresCompared_inter.csv,0.0
122,249,allpdb0310,2ZXE,B,G,C4IX13_SQUAC,Q70Q12_SQUAC,30,0.494169096,0.0,False,0.10465220465223847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,allpdb0310/compare/allpdb0310_CouplingScoresCompared_inter.csv,0.0
123,250,allpdb0313,3A1J,B,A,HUS1_HUMAN,RAD9A_HUMAN,53,0.3536,1.0,True,0.14113846740142955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,allpdb0313/compare/allpdb0313_CouplingScoresCompared_inter.csv,0.0
124,251,allpdb0314,3A1J,C,A,RAD1_HUMAN,RAD9A_HUMAN,47,0.371961102,0.0,False,0.2292218448605037,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,310.0,0.0,allpdb0314/compare/allpdb0314_CouplingScoresCompared_inter.csv,0.0
125,252,allpdb0315,3A1J,C,B,RAD1_HUMAN,HUS1_HUMAN,52,0.5730483270000001,2.0,True,0.7906686017933684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402.0,1.0,allpdb0315/compare/allpdb0315_CouplingScoresCompared_inter.csv,0.1
126,256,allpdb0320,3EGW,C,B,NARI_ECOLI,NARH_ECOLI,169,0.647844228,5.0,False,0.8508695926316613,6.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,364.0,5.0,allpdb0320/compare/allpdb0320_CouplingScoresCompared_inter.csv,0.5
127,260,allpdb0325,3KFU,H,J,GATA_THET8,GATC_THET8,133,7.394464945,10.0,True,0.9998244622143282,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,59.0,10.0,allpdb0325/compare/allpdb0325_CouplingScoresCompared_inter.csv,1.0
128,261,allpdb0327,3KFU,B,I,SYDND_THET8,GATB_THET8,19,1.312428734,0.0,True,0.5436756295714325,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,allpdb0327/compare/allpdb0327_CouplingScoresCompared_inter.csv,0.0
129,264,allpdb0330,3LK2,B,A,CAPZB_CHICK,CAZA1_CHICK,237,0.5,1.0,True,0.3769464888372278,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,allpdb0330/compare/allpdb0330_CouplingScoresCompared_inter.csv,0.1
130,267,allpdb0334,3P5J,A,B,RNH2A_MOUSE,RNH2B_MOUSE,52,0.997977941,0.0,True,0.2400105406902487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,allpdb0334/compare/allpdb0334_CouplingScoresCompared_inter.csv,0.0
131,268,allpdb0335,3P5J,A,C,RNH2A_MOUSE,RNH2C_MOUSE,93,1.177805486,6.0,True,0.8491520070607124,7.0,6.0,4.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,426.0,7.0,allpdb0335/compare/allpdb0335_CouplingScoresCompared_inter.csv,0.7
132,269,allpdb0336,3P5J,C,B,RNH2C_MOUSE,RNH2B_MOUSE,173,1.29373494,5.0,True,0.9417429026263214,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,325.0,4.0,allpdb0336/compare/allpdb0336_CouplingScoresCompared_inter.csv,0.5
133,273,allpdb0340,3S8G,A,B,COX1_THET8,COX2_THET8,193,0.398394161,2.0,True,0.6487932827951903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,252.0,1.0,allpdb0340/compare/allpdb0340_CouplingScoresCompared_inter.csv,0.1
134,274,allpdb0341,3S8G,B,C,COX2_THET8,COXA_THET8,45,1.129891304,1.0,True,0.3841602535178018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,3.0,allpdb0341/compare/allpdb0341_CouplingScoresCompared_inter.csv,0.3
135,275,allpdb0342,3S8G,A,C,COX1_THET8,COXA_THET8,62,0.264516129,5.0,True,0.8596648881066897,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,200.0,4.0,allpdb0342/compare/allpdb0342_CouplingScoresCompared_inter.csv,0.4
136,276,allpdb0343,3SJL,E,B,A1BBA0_PARDP,MAUG_PARDP,62,0.28727984300000003,0.0,True,0.09550984658645854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,allpdb0343/compare/allpdb0343_CouplingScoresCompared_inter.csv,0.0
137,277,allpdb0344,3SJL,B,F,MAUG_PARDP,A1BB97_PARDP,22,0.325648415,0.0,True,0.26882960543614903,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,allpdb0344/compare/allpdb0344_CouplingScoresCompared_inter.csv,0.0
138,283,allpdb0350,3V62,B,A,PCNA_YEAST,SMT3_YEAST,24,0.8354466859999999,0.0,True,0.3326340848861656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,allpdb0350/compare/allpdb0350_CouplingScoresCompared_inter.csv,0.0
139,284,allpdb0351,3VYT,A,B,Q5JII0_THEKO,Q5JII1_THEKO,52,3.123130841,9.0,True,0.9308534026118732,8.0,7.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,309.0,9.0,allpdb0351/compare/allpdb0351_CouplingScoresCompared_inter.csv,0.9
140,285,allpdb0352,3VYT,C,B,Q5JII7_THEKO,Q5JII1_THEKO,58,2.006259098,1.0,True,0.9214195395660588,9.0,1.0,8.0,1.0,5.0,1.0,8.0,1.0,9.0,1.0,257.0,1.0,allpdb0352/compare/allpdb0352_CouplingScoresCompared_inter.csv,0.1
141,286,allpdb0353,3VYT,C,A,Q5JII7_THEKO,Q5JII0_THEKO,28,4.234508816,5.0,True,0.87824738499256,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,9.0,5.0,279.0,5.0,allpdb0353/compare/allpdb0353_CouplingScoresCompared_inter.csv,0.5555555555555556
142,296,allpdb0364,4DJD,B,F,ACSE_MOOTH,ACSD_MOOTH,30,0.3619047620000001,0.0,True,0.4887661619163377,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,allpdb0364/compare/allpdb0364_CouplingScoresCompared_inter.csv,0.0
143,297,allpdb0365,4DJD,B,E,ACSE_MOOTH,ACSC_MOOTH,29,0.284670487,0.0,True,0.37838421818283,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,allpdb0365/compare/allpdb0365_CouplingScoresCompared_inter.csv,0.0
144,298,allpdb0366,4DL0,E,I,VATE_YEAST,VATC_YEAST,48,0.674461028,0.0,True,0.3953589757084899,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,141.0,0.0,allpdb0366/compare/allpdb0366_CouplingScoresCompared_inter.csv,0.0
145,299,allpdb0367,4DL0,E,G,VATE_YEAST,VATG_YEAST,151,4.434640523000001,8.0,False,0.8981301933325394,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,3.0,allpdb0367/compare/allpdb0367_CouplingScoresCompared_inter.csv,0.3
146,300,allpdb0368,4DL0,G,C,VATG_YEAST,VATC_YEAST,25,0.926652893,1.0,True,0.2512147489664113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,allpdb0368/compare/allpdb0368_CouplingScoresCompared_inter.csv,0.0
147,304,allpdb0377,4JGH,B,C,ELOB_MOUSE,ELOC_MOUSE,70,0.297685185,1.0,True,0.22568885989736115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,allpdb0377/compare/allpdb0377_CouplingScoresCompared_inter.csv,0.1
148,307,allpdb0380,4M6B,D,F,H2B1_YEAST,SWR1_YEAST,38,0.207404844,0.0,False,0.12335236078872687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
149,313,allpdb0388,4NTW,B,A,VKTA_MICTN,ASIC1_CHICK,47,0.284380952,0.0,True,0.15434172634281246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,allpdb0388/compare/allpdb0388_CouplingScoresCompared_inter.csv,0.0
150,315,allpdb0390,4OMF,G,A,D9PYF7_METTM,D9PYF9_METTM,175,0.807894737,2.0,True,0.19704543904676075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,allpdb0390/compare/allpdb0390_CouplingScoresCompared_inter.csv,0.0
151,316,allpdb0391,4OMF,A,B,D9PYF9_METTM,D9PYF6_METTM,43,0.306717557,0.0,True,0.12517215947051433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,allpdb0391/compare/allpdb0391_CouplingScoresCompared_inter.csv,0.0
152,317,allpdb0392,4OMF,G,B,D9PYF7_METTM,D9PYF6_METTM,171,0.410714286,0.0,True,0.21382756668914787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,allpdb0392/compare/allpdb0392_CouplingScoresCompared_inter.csv,0.0
153,321,allpdb0399,4WZA,H,D,NIFH1_AZOVI,NIFK_AZOVI,40,0.46456044,0.0,True,0.18918284159565485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
154,322,allpdb0401,4XB6,G,H,PHNI_ECOLI,PHNJ_ECOLI,205,0.411235955,5.0,True,0.9033809983075024,6.0,5.0,5.0,4.0,6.0,5.0,8.0,5.0,5.0,5.0,405.0,4.0,allpdb0401/compare/allpdb0401_CouplingScoresCompared_inter.csv,0.4
155,323,allpdb0402,4XB6,B,D,PHNH_ECOLI,PHNJ_ECOLI,152,1.103023758,9.0,True,0.995880785686288,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,369.0,10.0,allpdb0402/compare/allpdb0402_CouplingScoresCompared_inter.csv,1.0
156,324,allpdb0403,4XB6,G,E,PHNI_ECOLI,PHNG_ECOLI,276,0.932657201,10.0,False,0.9038713767241604,10.0,10.0,6.0,6.0,5.0,5.0,6.0,6.0,10.0,10.0,205.0,10.0,allpdb0403/compare/allpdb0403_CouplingScoresCompared_inter.csv,1.0
157,327,allpdb0406,4XPM,A,C,MEH1_YEAST,SLM4_YEAST,74,0.295945946,0.0,True,0.11195215785404626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,allpdb0406/compare/allpdb0406_CouplingScoresCompared_inter.csv,0.0
158,329,allpdb0409,4Z2M,I,B,H31_HUMAN,SP16H_HUMAN,23,0.243451327,0.0,False,0.5028054593067145,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
159,330,allpdb0410,4Z2M,B,H,SP16H_HUMAN,H4_HUMAN,33,0.260200364,0.0,False,0.4566873198482199,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,
160,334,allpdb0414,5FUG,D,F,H2AZ_HUMAN,VPS72_HUMAN,84,0.66075388,3.0,True,0.0970596082000546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,allpdb0414/compare/allpdb0414_CouplingScoresCompared_inter.csv,100.0
161,335,allpdb0415,5FUG,K,L,H2B1J_HUMAN,VPS72_HUMAN,45,0.697555556,0.0,True,0.13050387692927326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,allpdb0415/compare/allpdb0415_CouplingScoresCompared_inter.csv,100.0
162,339,allpdb0422,5MSM,B,A,CTF8_YEAST,DCC1_YEAST,196,1.068918919,8.0,True,0.8856241654531055,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,1.0,1.0,366.0,6.0,allpdb0422/compare/allpdb0422_CouplingScoresCompared_inter.csv,0.6
163,342,allpdb0425,5T59,B,A,Q6CPD1_KLULA,Q6CLK3_KLULA,180,0.935514019,10.0,True,0.9391680452793552,10.0,10.0,9.0,9.0,2.0,2.0,2.0,3.0,8.0,9.0,467.0,8.0,allpdb0425/compare/allpdb0425_CouplingScoresCompared_inter.csv,0.8
164,343,allpdb0426,5T59,E,F,Q6CPD1_KLULA,Q6CVA1_KLULA,19,0.22293956,0.0,True,0.11330880454388782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,0.0,allpdb0426/compare/allpdb0426_CouplingScoresCompared_inter.csv,100.0
165,344,allpdb0427,5T59,A,C,Q6CLK3_KLULA,Q6CVA1_KLULA,66,0.206427689,2.0,False,0.15961489371751425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,allpdb0427/compare/allpdb0427_CouplingScoresCompared_inter.csv,0.0
166,355,allpdb0443,1KIL,D,A,SNP25_HUMAN,VAMP2_RAT,70,0.419063545,5.0,True,0.6118536452393634,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,4.0,allpdb0443/compare/allpdb0443_CouplingScoresCompared_inter.csv,0.4444444444444444
167,357,allpdb0445,1KQF,A,B,FDNG_ECOLI,FDNH_ECOLI,186,0.376679104,0.0,False,0.6917249929654823,3.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,173.0,2.0,allpdb0445/compare/allpdb0445_CouplingScoresCompared_inter.csv,0.2
168,358,allpdb0446,1KQF,C,B,FDNI_ECOLI,FDNH_ECOLI,108,0.627607362,0.0,False,0.33755680109003344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,allpdb0446/compare/allpdb0446_CouplingScoresCompared_inter.csv,0.0
169,359,allpdb0447,1L1O,C,B,RFA1_HUMAN,RFA2_HUMAN,61,0.554672897,3.0,True,0.7632966070729454,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,152.0,2.0,allpdb0447/compare/allpdb0447_CouplingScoresCompared_inter.csv,0.5
170,360,allpdb0448,1L1O,D,E,RFA3_HUMAN,RFA2_HUMAN,96,1.329805014,7.0,False,0.9332523857984756,6.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,314.0,4.0,allpdb0448/compare/allpdb0448_CouplingScoresCompared_inter.csv,0.5
171,362,allpdb0450,1W85,C,D,ODPA_GEOSE,ODPB_GEOSE,125,0.748809524,9.0,False,0.8965009085667844,8.0,8.0,8.0,8.0,4.0,4.0,5.0,5.0,8.0,8.0,,,,
172,363,allpdb0451,1W85,I,B,ODP2_GEOSE,ODPB_GEOSE,17,1.7769541780000002,0.0,True,0.13681373500511476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
173,364,allpdb0452,1WA5,A,C,RAN_CANLF,CSE1_YEAST,101,0.276623377,0.0,True,0.20465685651224602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
174,365,allpdb0453,1WA5,B,C,IMA1_YEAST,CSE1_YEAST,144,0.213994565,1.0,True,0.5756514656136072,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,,,,
175,366,allpdb0454,1YAR,C,S,PSA_THEAC,Q9U8G2_9TRYP,24,0.469211196,0.0,False,0.10544857743357637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,allpdb0454/compare/allpdb0454_CouplingScoresCompared_inter.csv,0.0
176,368,allpdb0456,2A40,A,B,ACTS_RABIT,DNAS1_BOVIN,72,0.231711146,0.0,True,0.3329863214648304,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,allpdb0456/compare/allpdb0456_CouplingScoresCompared_inter.csv,100.0
177,370,allpdb0461,2BS2,C,B,FRDC_WOLSU,FRDB_WOLSU,113,3.5530232560000004,5.0,True,0.6142870393306958,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,3.0,allpdb0461/compare/allpdb0461_CouplingScoresCompared_inter.csv,0.3
178,373,allpdb0465,2IVF,C,B,Q5P5I2_AROAE,Q5P5I1_AROAE,70,0.259081836,1.0,True,0.2129252720537385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,allpdb0465/compare/allpdb0465_CouplingScoresCompared_inter.csv,0.0
179,376,allpdb0468,2P58,A,C,O68692_YERPE,O68690_YERPE,51,0.312643678,1.0,True,0.3107502828732176,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,429.0,1.0,allpdb0468/compare/allpdb0468_CouplingScoresCompared_inter.csv,0.1111111111111111
180,379,allpdb0471,2PU9,B,A,FTRV_SYNY3,FTRC_SYNY3,54,0.634054054,1.0,True,0.8939870899086535,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,allpdb0471/compare/allpdb0471_CouplingScoresCompared_inter.csv,0.2
181,381,allpdb0473,2QTV,B,A,SAR1_YEAST,SEC23_YEAST,98,0.213048128,1.0,True,0.6121071377628013,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,71.0,1.0,allpdb0473/compare/allpdb0473_CouplingScoresCompared_inter.csv,0.1
182,384,allpdb0479,2VPZ,A,B,Q72LA4_THET2,Q72LA5_THET2,127,2.3391891890000003,1.0,True,0.19336946055907994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,allpdb0479/compare/allpdb0479_CouplingScoresCompared_inter.csv,0.0
183,389,allpdb0487,3CI0,I,J,Q8VPC3_ECOLX,Q8VPC2_ECOLX,41,2.163970588,3.0,True,0.27949432749009884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,1.0,allpdb0487/compare/allpdb0487_CouplingScoresCompared_inter.csv,0.3333333333333333
184,390,allpdb0488,3CI0,K,J,Q8VLK7_ECOLX,Q8VPC2_ECOLX,132,0.4646,0.0,True,0.1847065317671901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,allpdb0488/compare/allpdb0488_CouplingScoresCompared_inter.csv,0.0
185,392,allpdb0492,3KYD,B,D,SAE2_HUMAN,SUMO1_HUMAN,78,0.282576867,0.0,True,0.30167808695429776,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,232.0,0.0,allpdb0492/compare/allpdb0492_CouplingScoresCompared_inter.csv,0.0
186,393,allpdb0493,3NMU,F,A,FLPA_PYRFU,Q8U4M1_PYRFU,128,0.756229508,0.0,True,0.4659352943373913,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,78.0,1.0,allpdb0493/compare/allpdb0493_CouplingScoresCompared_inter.csv,0.1
